"TIME","GEO","PURCHASE","UNIT","Value","Flag and Footnotes"
"2012","France","Purchases of existing dwellings","Annual average index","105.99",""
"2012","France","Purchases of existing dwellings","Annual average rate of change","-0.5",""
"2012","Croatia","Total","Annual average index","108.93",""
"2012","Croatia","Total","Annual average rate of change","-1.6",""
"2012","Croatia","Purchases of new dwellings","Annual average index","112.75",""
"2012","Croatia","Purchases of new dwellings","Annual average rate of change","-0.3",""
"2012","Croatia","Purchases of existing dwellings","Annual average index","107.29",""
"2012","Croatia","Purchases of existing dwellings","Annual average rate of change","-2.5",""
"2012","Italy","Total","Annual average index","116.70",""
"2012","Italy","Total","Annual average rate of change","-2.5",""
"2012","Italy","Purchases of new dwellings","Annual average index","106.30",""
"2012","Italy","Purchases of new dwellings","Annual average rate of change","2.3",""
"2012","Italy","Purchases of existing dwellings","Annual average index","121.40",""
"2012","Italy","Purchases of existing dwellings","Annual average rate of change","-4.6",""
"2012","Cyprus","Total","Annual average index","107.70",""
"2012","Cyprus","Total","Annual average rate of change","-3.1",""
"2012","Cyprus","Purchases of new dwellings","Annual average index","108.37",""
"2012","Cyprus","Purchases of new dwellings","Annual average rate of change","-2.4",""
"2012","Cyprus","Purchases of existing dwellings","Annual average index","105.57",""
"2012","Cyprus","Purchases of existing dwellings","Annual average rate of change","-4.5",""
"2012","Latvia","Total","Annual average index","91.36",""
"2012","Latvia","Total","Annual average rate of change","3.0",""
"2012","Latvia","Purchases of new dwellings","Annual average index","95.85",""
"2012","Latvia","Purchases of new dwellings","Annual average rate of change","15.8",""
"2012","Latvia","Purchases of existing dwellings","Annual average index","90.34",""
"2012","Latvia","Purchases of existing dwellings","Annual average rate of change","0.7",""
"2012","Lithuania","Total","Annual average index","89.56",""
"2012","Lithuania","Total","Annual average rate of change","-0.2",""
"2012","Lithuania","Purchases of new dwellings","Annual average index","92.04",""
"2012","Lithuania","Purchases of new dwellings","Annual average rate of change","8.3",""
"2012","Lithuania","Purchases of existing dwellings","Annual average index","88.64",""
"2012","Lithuania","Purchases of existing dwellings","Annual average rate of change","-1.8",""
"2012","Luxembourg","Total","Annual average index","86.58",""
"2012","Luxembourg","Total","Annual average rate of change","4.2",""
"2012","Luxembourg","Purchases of new dwellings","Annual average index","83.66",""
"2012","Luxembourg","Purchases of new dwellings","Annual average rate of change","4.5",""
"2012","Luxembourg","Purchases of existing dwellings","Annual average index","88.57",""
"2012","Luxembourg","Purchases of existing dwellings","Annual average rate of change","3.9",""
"2012","Hungary","Total","Annual average index","87.10",""
"2012","Hungary","Total","Annual average rate of change","-3.7",""
"2012","Hungary","Purchases of new dwellings","Annual average index","87.42",""
"2012","Hungary","Purchases of new dwellings","Annual average rate of change","-0.1",""
"2012","Hungary","Purchases of existing dwellings","Annual average index","87.17",""
"2012","Hungary","Purchases of existing dwellings","Annual average rate of change","-4.0",""
"2012","Malta","Total","Annual average index","92.54",""
"2012","Malta","Total","Annual average rate of change","3.0",""
"2012","Malta","Purchases of new dwellings","Annual average index","94.36",""
"2012","Malta","Purchases of new dwellings","Annual average rate of change","2.9",""
"2012","Malta","Purchases of existing dwellings","Annual average index","89.04",""
"2012","Malta","Purchases of existing dwellings","Annual average rate of change","3.5",""
"2012","Netherlands","Total","Annual average index","101.86",""
"2012","Netherlands","Total","Annual average rate of change","-6.7",""
"2012","Netherlands","Purchases of new dwellings","Annual average index","96.42",""
"2012","Netherlands","Purchases of new dwellings","Annual average rate of change","-8.0",""
"2012","Netherlands","Purchases of existing dwellings","Annual average index","103.14",""
"2012","Netherlands","Purchases of existing dwellings","Annual average rate of change","-6.5",""
"2012","Austria","Total","Annual average index","87.57",""
"2012","Austria","Total","Annual average rate of change","7.3",""
"2012","Austria","Purchases of new dwellings","Annual average index","87.39",""
"2012","Austria","Purchases of new dwellings","Annual average rate of change","6.3",""
"2012","Austria","Purchases of existing dwellings","Annual average index","87.60",""
"2012","Austria","Purchases of existing dwellings","Annual average rate of change","7.5",""
"2012","Poland","Total","Annual average index","102.01",""
"2012","Poland","Total","Annual average rate of change","-3.5",""
"2012","Poland","Purchases of new dwellings","Annual average index","101.94",""
"2012","Poland","Purchases of new dwellings","Annual average rate of change","-0.4",""
"2012","Poland","Purchases of existing dwellings","Annual average index","101.86",""
"2012","Poland","Purchases of existing dwellings","Annual average rate of change","-5.1",""
"2012","Portugal","Total","Annual average index","94.87",""
"2012","Portugal","Total","Annual average rate of change","-7.1",""
"2012","Portugal","Purchases of new dwellings","Annual average index","95.68",""
"2012","Portugal","Purchases of new dwellings","Annual average rate of change","-6.3",""
"2012","Portugal","Purchases of existing dwellings","Annual average index","94.29",""
"2012","Portugal","Purchases of existing dwellings","Annual average rate of change","-7.8",""
"2012","Romania","Total","Annual average index","99.51",""
"2012","Romania","Total","Annual average rate of change","-5.1",""
"2012","Romania","Purchases of new dwellings","Annual average index","107.94",""
"2012","Romania","Purchases of new dwellings","Annual average rate of change","1.7",""
"2012","Romania","Purchases of existing dwellings","Annual average index","98.65",""
"2012","Romania","Purchases of existing dwellings","Annual average rate of change","-6.5",""
"2012","Slovenia","Total","Annual average index","112.09",""
"2012","Slovenia","Total","Annual average rate of change","-6.9",""
"2012","Slovenia","Purchases of new dwellings","Annual average index","109.65",""
"2012","Slovenia","Purchases of new dwellings","Annual average rate of change","-9.5",""
"2012","Slovenia","Purchases of existing dwellings","Annual average index","112.80",""
"2012","Slovenia","Purchases of existing dwellings","Annual average rate of change","-5.6",""
"2012","Slovakia","Total","Annual average index","92.75",""
"2012","Slovakia","Total","Annual average rate of change","-2.7",""
"2012","Slovakia","Purchases of new dwellings","Annual average index","96.05",""
"2012","Slovakia","Purchases of new dwellings","Annual average rate of change","-3.8",""
"2012","Slovakia","Purchases of existing dwellings","Annual average index","91.38",""
"2012","Slovakia","Purchases of existing dwellings","Annual average rate of change","-2.3",""
"2012","Finland","Total","Annual average index","99.21",""
"2012","Finland","Total","Annual average rate of change","2.4",""
"2012","Finland","Purchases of new dwellings","Annual average index","95.88",""
"2012","Finland","Purchases of new dwellings","Annual average rate of change","4.9",""
"2012","Finland","Purchases of existing dwellings","Annual average index","100.68",""
"2012","Finland","Purchases of existing dwellings","Annual average rate of change","1.2",""
"2012","Sweden","Total","Annual average index","76.83",""
"2012","Sweden","Total","Annual average rate of change","1.3",""
"2012","Sweden","Purchases of new dwellings","Annual average index","96.00",""
"2012","Sweden","Purchases of new dwellings","Annual average rate of change","2.3",""
"2012","Sweden","Purchases of existing dwellings","Annual average index","73.91",""
"2012","Sweden","Purchases of existing dwellings","Annual average rate of change","0.9",""
"2012","United Kingdom","Total","Annual average index","85.20",""
"2012","United Kingdom","Total","Annual average rate of change","0.4",""
"2012","United Kingdom","Purchases of new dwellings","Annual average index","85.56",""
"2012","United Kingdom","Purchases of new dwellings","Annual average rate of change","-0.4",""
"2012","United Kingdom","Purchases of existing dwellings","Annual average index","85.17",""
"2012","United Kingdom","Purchases of existing dwellings","Annual average rate of change","0.5",""
"2012","Iceland","Total","Annual average index","80.57",""
"2012","Iceland","Total","Annual average rate of change","6.9",""
"2012","Iceland","Purchases of new dwellings","Annual average index",":",""
"2012","Iceland","Purchases of new dwellings","Annual average rate of change",":",""
"2012","Iceland","Purchases of existing dwellings","Annual average index",":",""
"2012","Iceland","Purchases of existing dwellings","Annual average rate of change",":",""
"2012","Norway","Total","Annual average index","87.48",""
"2012","Norway","Total","Annual average rate of change","6.7",""
"2012","Norway","Purchases of new dwellings","Annual average index","88.12",""
"2012","Norway","Purchases of new dwellings","Annual average rate of change","6.8",""
"2012","Norway","Purchases of existing dwellings","Annual average index","87.36",""
"2012","Norway","Purchases of existing dwellings","Annual average rate of change","6.9",""
"2012","Turkey","Total","Annual average index","68.03","d"
"2012","Turkey","Total","Annual average rate of change","9.5","d"
"2012","Turkey","Purchases of new dwellings","Annual average index","68.48",""
"2012","Turkey","Purchases of new dwellings","Annual average rate of change","9.9",""
"2012","Turkey","Purchases of existing dwellings","Annual average index","68.12",""
"2012","Turkey","Purchases of existing dwellings","Annual average rate of change","9.1",""
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Annual average index","95.77","p"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Annual average rate of change","-1.2","p"
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of new dwellings","Annual average index",":",""
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of new dwellings","Annual average rate of change",":",""
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of existing dwellings","Annual average index",":",""
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of existing dwellings","Annual average rate of change",":",""
"2013","European Union - 27 countries (from 2020)","Total","Annual average index","97.22","p"
"2013","European Union - 27 countries (from 2020)","Total","Annual average rate of change","-1.8","p"
"2013","European Union - 27 countries (from 2020)","Purchases of new dwellings","Annual average index",":",""
"2013","European Union - 27 countries (from 2020)","Purchases of new dwellings","Annual average rate of change",":",""
"2013","European Union - 27 countries (from 2020)","Purchases of existing dwellings","Annual average index",":",""
"2013","European Union - 27 countries (from 2020)","Purchases of existing dwellings","Annual average rate of change",":",""
"2013","European Union - 28 countries (2013-2020)","Total","Annual average index","95.76","p"
"2013","European Union - 28 countries (2013-2020)","Total","Annual average rate of change","-1.2","p"
"2013","European Union - 28 countries (2013-2020)","Purchases of new dwellings","Annual average index",":",""
"2013","European Union - 28 countries (2013-2020)","Purchases of new dwellings","Annual average rate of change",":",""
"2013","European Union - 28 countries (2013-2020)","Purchases of existing dwellings","Annual average index",":",""
"2013","European Union - 28 countries (2013-2020)","Purchases of existing dwellings","Annual average rate of change",":",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Annual average index","98.29","p"
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Annual average rate of change","-2.1","p"
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of new dwellings","Annual average index",":",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of new dwellings","Annual average rate of change",":",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of existing dwellings","Annual average index",":",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of existing dwellings","Annual average rate of change",":",""
"2013","Euro area - 19 countries  (from 2015)","Total","Annual average index","98.24","p"
"2013","Euro area - 19 countries  (from 2015)","Total","Annual average rate of change","-2.1","p"
"2013","Euro area - 19 countries  (from 2015)","Purchases of new dwellings","Annual average index",":",""
"2013","Euro area - 19 countries  (from 2015)","Purchases of new dwellings","Annual average rate of change",":",""
"2013","Euro area - 19 countries  (from 2015)","Purchases of existing dwellings","Annual average index",":",""
"2013","Euro area - 19 countries  (from 2015)","Purchases of existing dwellings","Annual average rate of change",":",""
"2013","Belgium","Total","Annual average index","98.90",""
"2013","Belgium","Total","Annual average rate of change","1.2",""
"2013","Belgium","Purchases of new dwellings","Annual average index","97.49",""
"2013","Belgium","Purchases of new dwellings","Annual average rate of change","3.7",""
"2013","Belgium","Purchases of existing dwellings","Annual average index","99.44",""
"2013","Belgium","Purchases of existing dwellings","Annual average rate of change","0.3",""
"2013","Bulgaria","Total","Annual average index","95.92",""
"2013","Bulgaria","Total","Annual average rate of change","-2.2",""
"2013","Bulgaria","Purchases of new dwellings","Annual average index","93.94",""
"2013","Bulgaria","Purchases of new dwellings","Annual average rate of change","-2.7",""
"2013","Bulgaria","Purchases of existing dwellings","Annual average index","97.30",""
"2013","Bulgaria","Purchases of existing dwellings","Annual average rate of change","-1.8",""
"2013","Czechia","Total","Annual average index","93.90",""
"2013","Czechia","Total","Annual average rate of change","0.0",""
"2013","Czechia","Purchases of new dwellings","Annual average index","93.70",""
"2013","Czechia","Purchases of new dwellings","Annual average rate of change","0.1",""
"2013","Czechia","Purchases of existing dwellings","Annual average index","93.90",""
"2013","Czechia","Purchases of existing dwellings","Annual average rate of change","-0.1",""
"2013","Denmark","Total","Annual average index","90.09",""
"2013","Denmark","Total","Annual average rate of change","3.9",""
"2013","Denmark","Purchases of new dwellings","Annual average index","80.16",""
"2013","Denmark","Purchases of new dwellings","Annual average rate of change","58.3",""
"2013","Denmark","Purchases of existing dwellings","Annual average index","90.19",""
"2013","Denmark","Purchases of existing dwellings","Annual average rate of change","3.5",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Annual average index","92.60",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Annual average rate of change","3.1",""
"2013","Germany (until 1990 former territory of the FRG)","Purchases of new dwellings","Annual average index","91.40",""
"2013","Germany (until 1990 former territory of the FRG)","Purchases of new dwellings","Annual average rate of change","1.2",""
"2013","Germany (until 1990 former territory of the FRG)","Purchases of existing dwellings","Annual average index","92.80",""
"2013","Germany (until 1990 former territory of the FRG)","Purchases of existing dwellings","Annual average rate of change","3.4",""
"2013","Estonia","Total","Annual average index","82.29",""
"2013","Estonia","Total","Annual average rate of change","10.7",""
"2013","Estonia","Purchases of new dwellings","Annual average index","74.86",""
"2013","Estonia","Purchases of new dwellings","Annual average rate of change","9.0",""
"2013","Estonia","Purchases of existing dwellings","Annual average index","85.89",""
"2013","Estonia","Purchases of existing dwellings","Annual average rate of change","11.4",""
"2013","Ireland","Total","Annual average index","76.99",""
"2013","Ireland","Total","Annual average rate of change","1.2",""
"2013","Ireland","Purchases of new dwellings","Annual average index","84.20",""
"2013","Ireland","Purchases of new dwellings","Annual average rate of change","0.1",""
"2013","Ireland","Purchases of existing dwellings","Annual average index","76.30",""
"2013","Ireland","Purchases of existing dwellings","Annual average rate of change","1.4",""
"2013","Spain","Total","Annual average index","96.24",""
"2013","Spain","Total","Annual average rate of change","-9.1",""
"2013","Spain","Purchases of new dwellings","Annual average index","94.66",""
"2013","Spain","Purchases of new dwellings","Annual average rate of change","-5.4",""
"2013","Spain","Purchases of existing dwellings","Annual average index","96.65",""
"2013","Spain","Purchases of existing dwellings","Annual average rate of change","-10.9",""
"2013","France","Total","Annual average index","103.13",""
"2013","France","Total","Annual average rate of change","-1.9",""
"2013","France","Purchases of new dwellings","Annual average index","98.21",""
"2013","France","Purchases of new dwellings","Annual average rate of change","-0.4",""
"2013","France","Purchases of existing dwellings","Annual average index","103.76",""
"2013","France","Purchases of existing dwellings","Annual average rate of change","-2.1",""
"2013","Croatia","Total","Annual average index","104.63",""
"2013","Croatia","Total","Annual average rate of change","-3.9",""
"2013","Croatia","Purchases of new dwellings","Annual average index","108.86",""
"2013","Croatia","Purchases of new dwellings","Annual average rate of change","-3.5",""
"2013","Croatia","Purchases of existing dwellings","Annual average index","102.74",""
"2013","Croatia","Purchases of existing dwellings","Annual average rate of change","-4.2",""
"2013","Italy","Total","Annual average index","109.10",""
"2013","Italy","Total","Annual average rate of change","-6.5",""
"2013","Italy","Purchases of new dwellings","Annual average index","104.80",""
"2013","Italy","Purchases of new dwellings","Annual average rate of change","-1.4",""
"2013","Italy","Purchases of existing dwellings","Annual average index","110.90",""
"2013","Italy","Purchases of existing dwellings","Annual average rate of change","-8.7",""
"2013","Cyprus","Total","Annual average index","103.29",""
"2013","Cyprus","Total","Annual average rate of change","-4.1",""
"2013","Cyprus","Purchases of new dwellings","Annual average index","104.04",""
"2013","Cyprus","Purchases of new dwellings","Annual average rate of change","-4.0",""
"2013","Cyprus","Purchases of existing dwellings","Annual average index","100.95",""
"2013","Cyprus","Purchases of existing dwellings","Annual average rate of change","-4.4",""
"2013","Latvia","Total","Annual average index","97.62",""
"2013","Latvia","Total","Annual average rate of change","6.9",""
"2013","Latvia","Purchases of new dwellings","Annual average index","99.71",""
"2013","Latvia","Purchases of new dwellings","Annual average rate of change","4.0",""
"2013","Latvia","Purchases of existing dwellings","Annual average index","97.06",""
"2013","Latvia","Purchases of existing dwellings","Annual average rate of change","7.4",""
"2013","Lithuania","Total","Annual average index","90.65",""
"2013","Lithuania","Total","Annual average rate of change","1.2",""
"2013","Lithuania","Purchases of new dwellings","Annual average index","90.45",""
"2013","Lithuania","Purchases of new dwellings","Annual average rate of change","-1.7",""
"2013","Lithuania","Purchases of existing dwellings","Annual average index","90.57",""
"2013","Lithuania","Purchases of existing dwellings","Annual average rate of change","2.2",""
"2013","Luxembourg","Total","Annual average index","90.89",""
"2013","Luxembourg","Total","Annual average rate of change","5.0",""
"2013","Luxembourg","Purchases of new dwellings","Annual average index","90.07",""
"2013","Luxembourg","Purchases of new dwellings","Annual average rate of change","7.7",""
"2013","Luxembourg","Purchases of existing dwellings","Annual average index","91.51",""
"2013","Luxembourg","Purchases of existing dwellings","Annual average rate of change","3.3",""
"2013","Hungary","Total","Annual average index","84.87",""
"2013","Hungary","Total","Annual average rate of change","-2.6",""
"2013","Hungary","Purchases of new dwellings","Annual average index","88.37",""
"2013","Hungary","Purchases of new dwellings","Annual average rate of change","1.1",""
"2013","Hungary","Purchases of existing dwellings","Annual average index","84.74",""
"2013","Hungary","Purchases of existing dwellings","Annual average rate of change","-2.8",""
"2013","Malta","Total","Annual average index","92.16",""
"2013","Malta","Total","Annual average rate of change","-0.4",""
"2013","Malta","Purchases of new dwellings","Annual average index","92.40",""
"2013","Malta","Purchases of new dwellings","Annual average rate of change","-2.1",""
"2013","Malta","Purchases of existing dwellings","Annual average index","92.51",""
"2013","Malta","Purchases of existing dwellings","Annual average rate of change","3.9",""
"2013","Netherlands","Total","Annual average index","95.75",""
"2013","Netherlands","Total","Annual average rate of change","-6.0",""
"2013","Netherlands","Purchases of new dwellings","Annual average index","93.26",""
"2013","Netherlands","Purchases of new dwellings","Annual average rate of change","-3.3",""
"2013","Netherlands","Purchases of existing dwellings","Annual average index","96.37",""
"2013","Netherlands","Purchases of existing dwellings","Annual average rate of change","-6.6",""
"2013","Austria","Total","Annual average index","92.10",""
"2013","Austria","Total","Annual average rate of change","5.2",""
"2013","Austria","Purchases of new dwellings","Annual average index","91.01",""
"2013","Austria","Purchases of new dwellings","Annual average rate of change","4.1",""
"2013","Austria","Purchases of existing dwellings","Annual average index","92.30",""
"2013","Austria","Purchases of existing dwellings","Annual average rate of change","5.4",""
"2013","Poland","Total","Annual average index","97.54",""
"2013","Poland","Total","Annual average rate of change","-4.4",""
"2013","Poland","Purchases of new dwellings","Annual average index","96.95",""
"2013","Poland","Purchases of new dwellings","Annual average rate of change","-4.9",""
"2013","Poland","Purchases of existing dwellings","Annual average index","98.07",""
"2013","Poland","Purchases of existing dwellings","Annual average rate of change","-3.7",""
"2013","Portugal","Total","Annual average index","93.09",""
"2013","Portugal","Total","Annual average rate of change","-1.9",""
"2013","Portugal","Purchases of new dwellings","Annual average index","94.43",""
"2013","Portugal","Purchases of new dwellings","Annual average rate of change","-1.3",""
"2013","Portugal","Purchases of existing dwellings","Annual average index","92.20",""
"2013","Portugal","Purchases of existing dwellings","Annual average rate of change","-2.2",""
"2013","Romania","Total","Annual average index","99.26",""
"2013","Romania","Total","Annual average rate of change","-0.3",""
"2013","Romania","Purchases of new dwellings","Annual average index","102.71",""
"2013","Romania","Purchases of new dwellings","Annual average rate of change","-4.8",""
"2013","Romania","Purchases of existing dwellings","Annual average index","98.85",""
"2013","Romania","Purchases of existing dwellings","Annual average rate of change","0.2",""
"2013","Slovenia","Total","Annual average index","106.21",""
"2013","Slovenia","Total","Annual average rate of change","-5.2",""
"2013","Slovenia","Purchases of new dwellings","Annual average index","104.22",""
"2013","Slovenia","Purchases of new dwellings","Annual average rate of change","-4.9",""
"2013","Slovenia","Purchases of existing dwellings","Annual average index","106.84",""
"2013","Slovenia","Purchases of existing dwellings","Annual average rate of change","-5.3",""
"2013","Slovakia","Total","Annual average index","93.59",""
"2013","Slovakia","Total","Annual average rate of change","0.9",""
"2013","Slovakia","Purchases of new dwellings","Annual average index","95.66",""
"2013","Slovakia","Purchases of new dwellings","Annual average rate of change","-0.4",""
"2013","Slovakia","Purchases of existing dwellings","Annual average index","92.73",""
"2013","Slovakia","Purchases of existing dwellings","Annual average rate of change","1.5",""
"2013","Finland","Total","Annual average index","100.35",""
"2013","Finland","Total","Annual average rate of change","1.2",""
"2013","Finland","Purchases of new dwellings","Annual average index","97.93",""
"2013","Finland","Purchases of new dwellings","Annual average rate of change","2.1",""
"2013","Finland","Purchases of existing dwellings","Annual average index","101.40",""
"2013","Finland","Purchases of existing dwellings","Annual average rate of change","0.7",""
"2013","Sweden","Total","Annual average index","80.79",""
"2013","Sweden","Total","Annual average rate of change","5.2",""
"2013","Sweden","Purchases of new dwellings","Annual average index","94.97",""
"2013","Sweden","Purchases of new dwellings","Annual average rate of change","-1.1",""
"2013","Sweden","Purchases of existing dwellings","Annual average index","78.65",""
"2013","Sweden","Purchases of existing dwellings","Annual average rate of change","6.4",""
"2013","United Kingdom","Total","Annual average index","87.39",""
"2013","United Kingdom","Total","Annual average rate of change","2.6",""
"2013","United Kingdom","Purchases of new dwellings","Annual average index","88.07",""
"2013","United Kingdom","Purchases of new dwellings","Annual average rate of change","2.9",""
"2013","United Kingdom","Purchases of existing dwellings","Annual average index","87.33",""
"2013","United Kingdom","Purchases of existing dwellings","Annual average rate of change","2.5",""
"2013","Iceland","Total","Annual average index","85.21",""
"2013","Iceland","Total","Annual average rate of change","5.8",""
"2013","Iceland","Purchases of new dwellings","Annual average index",":",""
"2013","Iceland","Purchases of new dwellings","Annual average rate of change",":",""
"2013","Iceland","Purchases of existing dwellings","Annual average index",":",""
"2013","Iceland","Purchases of existing dwellings","Annual average rate of change",":",""
"2013","Norway","Total","Annual average index","91.24",""
"2013","Norway","Total","Annual average rate of change","4.3",""
"2013","Norway","Purchases of new dwellings","Annual average index","92.32",""
"2013","Norway","Purchases of new dwellings","Annual average rate of change","4.8",""
"2013","Norway","Purchases of existing dwellings","Annual average index","90.97",""
"2013","Norway","Purchases of existing dwellings","Annual average rate of change","4.1",""
"2013","Turkey","Total","Annual average index","75.79","d"
"2013","Turkey","Total","Annual average rate of change","11.4","d"
"2013","Turkey","Purchases of new dwellings","Annual average index","76.62",""
"2013","Turkey","Purchases of new dwellings","Annual average rate of change","11.9",""
"2013","Turkey","Purchases of existing dwellings","Annual average index","75.74",""
"2013","Turkey","Purchases of existing dwellings","Annual average rate of change","11.2",""
"2014","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Annual average index","97.34","p"
"2014","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Annual average rate of change","1.6","p"
"2014","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of new dwellings","Annual average index",":",""
"2014","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of new dwellings","Annual average rate of change",":",""
"2014","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of existing dwellings","Annual average index",":",""
"2014","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of existing dwellings","Annual average rate of change",":",""
"2014","European Union - 27 countries (from 2020)","Total","Annual average index","97.84","p"
"2014","European Union - 27 countries (from 2020)","Total","Annual average rate of change","0.6","p"
"2014","European Union - 27 countries (from 2020)","Purchases of new dwellings","Annual average index",":",""
"2014","European Union - 27 countries (from 2020)","Purchases of new dwellings","Annual average rate of change",":",""
"2014","European Union - 27 countries (from 2020)","Purchases of existing dwellings","Annual average index",":",""
"2014","European Union - 27 countries (from 2020)","Purchases of existing dwellings","Annual average rate of change",":",""
"2014","European Union - 28 countries (2013-2020)","Total","Annual average index","97.34","p"
"2014","European Union - 28 countries (2013-2020)","Total","Annual average rate of change","1.6","p"
"2014","European Union - 28 countries (2013-2020)","Purchases of new dwellings","Annual average index",":",""
"2014","European Union - 28 countries (2013-2020)","Purchases of new dwellings","Annual average rate of change",":",""
"2014","European Union - 28 countries (2013-2020)","Purchases of existing dwellings","Annual average index",":",""
"2014","European Union - 28 countries (2013-2020)","Purchases of existing dwellings","Annual average rate of change",":",""
"2014","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Annual average index","98.46","p"
"2014","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Annual average rate of change","0.2","p"
"2014","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of new dwellings","Annual average index",":",""
"2014","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of new dwellings","Annual average rate of change",":",""
"2014","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of existing dwellings","Annual average index",":",""
"2014","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of existing dwellings","Annual average rate of change",":",""
"2014","Euro area - 19 countries  (from 2015)","Total","Annual average index","98.46","p"
"2014","Euro area - 19 countries  (from 2015)","Total","Annual average rate of change","0.2","p"
"2014","Euro area - 19 countries  (from 2015)","Purchases of new dwellings","Annual average index",":",""
"2014","Euro area - 19 countries  (from 2015)","Purchases of new dwellings","Annual average rate of change",":",""
"2014","Euro area - 19 countries  (from 2015)","Purchases of existing dwellings","Annual average index",":",""
"2014","Euro area - 19 countries  (from 2015)","Purchases of existing dwellings","Annual average rate of change",":",""
"2014","Belgium","Total","Annual average index","98.35",""
"2014","Belgium","Total","Annual average rate of change","-0.6",""
"2014","Belgium","Purchases of new dwellings","Annual average index","95.42",""
"2014","Belgium","Purchases of new dwellings","Annual average rate of change","-2.1",""
"2014","Belgium","Purchases of existing dwellings","Annual average index","99.39",""
"2014","Belgium","Purchases of existing dwellings","Annual average rate of change","-0.1",""
"2014","Bulgaria","Total","Annual average index","97.29",""
"2014","Bulgaria","Total","Annual average rate of change","1.4",""
"2014","Bulgaria","Purchases of new dwellings","Annual average index","96.62",""
"2014","Bulgaria","Purchases of new dwellings","Annual average rate of change","2.8",""
"2014","Bulgaria","Purchases of existing dwellings","Annual average index","97.76",""
"2014","Bulgaria","Purchases of existing dwellings","Annual average rate of change","0.5",""
"2014","Czechia","Total","Annual average index","96.20",""
"2014","Czechia","Total","Annual average rate of change","2.5",""
"2014","Czechia","Purchases of new dwellings","Annual average index","95.40",""
"2014","Czechia","Purchases of new dwellings","Annual average rate of change","1.8",""
