"TIME","GEO","CURRENCY","ESTRUCT","ECASE","Value","Flag and Footnotes"
"2011","Lithuania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","10,959.00",""
"2011","Lithuania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","7,389.17",""
"2011","Lithuania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","10,802.60",""
"2011","Luxembourg","Euro","Net earning","Single person without children, 50% of AW","21,107.97",""
"2011","Luxembourg","Euro","Net earning","Single person without children, 67% of AW","26,884.91",""
"2011","Luxembourg","Euro","Net earning","Single person without children, 80% of AW","30,871.41",""
"2011","Luxembourg","Euro","Net earning","Single person without children, 100% of AW","36,278.25",""
"2011","Luxembourg","Euro","Net earning","Single person without children, 125% of AW","42,705.23",""
"2011","Luxembourg","Euro","Net earning","Single person without children, 167% of AW","53,482.28",""
"2011","Luxembourg","Euro","Net earning","Single person with 2 children, 67% of AW","36,943.04",""
"2011","Luxembourg","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","49,092.39",""
"2011","Luxembourg","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","62,078.48",""
"2011","Luxembourg","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","72,765.60",""
"2011","Luxembourg","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","81,895.25",""
"2011","Luxembourg","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","54,556.76",""
"2011","Luxembourg","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","74,373.53",""
"2011","Hungary","Euro","Net earning","Single person without children, 50% of AW","3,464.05",""
"2011","Hungary","Euro","Net earning","Single person without children, 67% of AW","4,465.12",""
"2011","Hungary","Euro","Net earning","Single person without children, 80% of AW","5,230.64",""
"2011","Hungary","Euro","Net earning","Single person without children, 100% of AW","6,146.32",""
"2011","Hungary","Euro","Net earning","Single person without children, 125% of AW","7,360.77",""
"2011","Hungary","Euro","Net earning","Single person without children, 167% of AW","9,834.00",""
"2011","Hungary","Euro","Net earning","Single person with 2 children, 67% of AW","6,506.13",""
"2011","Hungary","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","8,147.97",""
"2011","Hungary","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","10,610.95",""
"2011","Hungary","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","12,613.08",""
"2011","Hungary","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","14,294.29",""
"2011","Hungary","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","8,609.30",""
"2011","Hungary","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","12,292.64",""
"2011","Malta","Euro","Net earning","Single person without children, 50% of AW","8,664.38",""
"2011","Malta","Euro","Net earning","Single person without children, 67% of AW","11,176.76",""
"2011","Malta","Euro","Net earning","Single person without children, 80% of AW","12,971.60",""
"2011","Malta","Euro","Net earning","Single person without children, 100% of AW","15,642.97",""
"2011","Malta","Euro","Net earning","Single person without children, 125% of AW","18,845.03",""
"2011","Malta","Euro","Net earning","Single person without children, 167% of AW","24,224.50",""
"2011","Malta","Euro","Net earning","Single person with 2 children, 67% of AW","12,973.24",""
"2011","Malta","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","17,200.13",""
"2011","Malta","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","21,995.36",""
"2011","Malta","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","27,319.73",""
"2011","Malta","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","31,785.94",""
"2011","Malta","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","21,495.36",""
"2011","Malta","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","31,285.94",""
"2011","Netherlands","Euro","Net earning","Single person without children, 50% of AW","18,116.27",""
"2011","Netherlands","Euro","Net earning","Single person without children, 67% of AW","22,595.81",""
"2011","Netherlands","Euro","Net earning","Single person without children, 80% of AW","26,099.86",""
"2011","Netherlands","Euro","Net earning","Single person without children, 100% of AW","31,612.20",""
"2011","Netherlands","Euro","Net earning","Single person without children, 125% of AW","38,249.29",""
"2011","Netherlands","Euro","Net earning","Single person without children, 167% of AW","48,056.89",""
"2011","Netherlands","Euro","Net earning","Single person with 2 children, 67% of AW","29,845.72",""
"2011","Netherlands","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","35,161.11",""
"2011","Netherlands","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","47,616.64",""
"2011","Netherlands","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","57,938.11",""
"2011","Netherlands","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","66,989.41",""
"2011","Netherlands","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","44,500.56",""
"2011","Netherlands","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","63,224.41",""
"2011","Austria","Euro","Net earning","Single person without children, 50% of AW","15,644.71",""
"2011","Austria","Euro","Net earning","Single person without children, 67% of AW","19,264.58",""
"2011","Austria","Euro","Net earning","Single person without children, 80% of AW","22,135.70",""
"2011","Austria","Euro","Net earning","Single person without children, 100% of AW","26,375.67",""
"2011","Austria","Euro","Net earning","Single person without children, 125% of AW","31,429.90",""
"2011","Austria","Euro","Net earning","Single person without children, 167% of AW","40,757.14",""
"2011","Austria","Euro","Net earning","Single person with 2 children, 67% of AW","24,990.98",""
"2011","Austria","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","32,131.61",""
"2011","Austria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","42,698.90",""
"2011","Austria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","50,747.50",""
"2011","Austria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","57,876.32",""
"2011","Austria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","37,611.96",""
"2011","Austria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","52,751.34",""
"2011","Poland","Euro","Net earning","Single person without children, 50% of AW","3,639.50",""
"2011","Poland","Euro","Net earning","Single person without children, 67% of AW","4,811.22",""
"2011","Poland","Euro","Net earning","Single person without children, 80% of AW","5,707.25",""
"2011","Poland","Euro","Net earning","Single person without children, 100% of AW","7,085.75",""
"2011","Poland","Euro","Net earning","Single person without children, 125% of AW","8,808.87",""
"2011","Poland","Euro","Net earning","Single person without children, 167% of AW","11,703.72",""
"2011","Poland","Euro","Net earning","Single person with 2 children, 67% of AW","5,174.97",""
"2011","Poland","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","7,723.84",""
"2011","Poland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","10,093.27",""
"2011","Poland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","12,436.72",""
"2011","Poland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","14,711.24",""
"2011","Poland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","9,553.53",""
"2011","Poland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","14,171.50",""
"2011","Portugal","Euro","Net earning","Single person without children, 50% of AW","7,212.56",""
"2011","Portugal","Euro","Net earning","Single person without children, 67% of AW","9,102.78",""
"2011","Portugal","Euro","Net earning","Single person without children, 80% of AW","10,458.02",""
"2011","Portugal","Euro","Net earning","Single person without children, 100% of AW","12,435.40",""
"2011","Portugal","Euro","Net earning","Single person without children, 125% of AW","14,907.12",""
"2011","Portugal","Euro","Net earning","Single person without children, 167% of AW","18,554.89",""
"2011","Portugal","Euro","Net earning","Single person with 2 children, 67% of AW","10,442.20",""
"2011","Portugal","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","14,578.52",""
"2011","Portugal","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","19,100.96",""
"2011","Portugal","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","22,012.38",""
"2011","Portugal","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","25,275.05",""
"2011","Portugal","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","18,084.00",""
"2011","Portugal","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","24,870.80",""
"2011","Romania","Euro","Net earning","Single person without children, 50% of AW","2,126.55",""
"2011","Romania","Euro","Net earning","Single person without children, 67% of AW","2,792.95",""
"2011","Romania","Euro","Net earning","Single person without children, 80% of AW","3,302.83",""
"2011","Romania","Euro","Net earning","Single person without children, 100% of AW","4,085.51",""
"2011","Romania","Euro","Net earning","Single person without children, 125% of AW","5,060.46",""
"2011","Romania","Euro","Net earning","Single person without children, 167% of AW","6,724.47",""
"2011","Romania","Euro","Net earning","Single person with 2 children, 67% of AW","3,357.98",""
"2011","Romania","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","4,386.70",""
"2011","Romania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","5,855.90",""
"2011","Romania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","7,188.71",""
"2011","Romania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","8,449.56",""
"2011","Romania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","5,527.52",""
"2011","Romania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","8,171.01",""
"2011","Slovenia","Euro","Net earning","Single person without children, 50% of AW","6,676.89",""
"2011","Slovenia","Euro","Net earning","Single person without children, 67% of AW","8,289.45",""
"2011","Slovenia","Euro","Net earning","Single person without children, 80% of AW","9,591.99",""
"2011","Slovenia","Euro","Net earning","Single person without children, 100% of AW","11,567.85",""
"2011","Slovenia","Euro","Net earning","Single person without children, 125% of AW","14,037.67",""
"2011","Slovenia","Euro","Net earning","Single person without children, 167% of AW","17,600.62",""
"2011","Slovenia","Euro","Net earning","Single person with 2 children, 67% of AW","11,786.66",""
"2011","Slovenia","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","15,491.75",""
"2011","Slovenia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","18,624.45",""
"2011","Slovenia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","22,187.28",""
"2011","Slovenia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","25,037.75",""
"2011","Slovenia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","16,033.83",""
"2011","Slovenia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","23,135.69",""
"2011","Slovakia","Euro","Net earning","Single person without children, 50% of AW","4,040.31",""
"2011","Slovakia","Euro","Net earning","Single person without children, 67% of AW","5,184.08",""
"2011","Slovakia","Euro","Net earning","Single person without children, 80% of AW","6,058.73",""
"2011","Slovakia","Euro","Net earning","Single person without children, 100% of AW","7,404.35",""
"2011","Slovakia","Euro","Net earning","Single person without children, 125% of AW","9,086.37",""
"2011","Slovakia","Euro","Net earning","Single person without children, 167% of AW","11,941.83",""
"2011","Slovakia","Euro","Net earning","Single person with 2 children, 67% of AW","6,198.68",""
"2011","Slovakia","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","9,095.21",""
"2011","Slovakia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","11,365.82",""
"2011","Slovakia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","13,603.03",""
"2011","Slovakia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","15,823.29",""
"2011","Slovakia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","10,351.22",""
"2011","Slovakia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","14,808.69",""
"2011","Finland","Euro","Net earning","Single person without children, 50% of AW","16,405.17",""
"2011","Finland","Euro","Net earning","Single person without children, 67% of AW","20,875.80",""
"2011","Finland","Euro","Net earning","Single person without children, 80% of AW","23,879.82",""
"2011","Finland","Euro","Net earning","Single person without children, 100% of AW","28,421.92",""
"2011","Finland","Euro","Net earning","Single person without children, 125% of AW","33,725.95",""
"2011","Finland","Euro","Net earning","Single person without children, 167% of AW","42,593.73",""
"2011","Finland","Euro","Net earning","Single person with 2 children, 67% of AW","24,534.90",""
"2011","Finland","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","30,958.02",""
"2011","Finland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","42,588.87",""
"2011","Finland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","51,833.82",""
"2011","Finland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","59,379.94",""
"2011","Finland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","40,052.77",""
"2011","Finland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","56,843.84",""
"2011","Sweden","Euro","Net earning","Single person without children, 50% of AW","16,687.58",""
"2011","Sweden","Euro","Net earning","Single person without children, 67% of AW","21,748.44",""
"2011","Sweden","Euro","Net earning","Single person without children, 80% of AW","25,615.87",""
"2011","Sweden","Euro","Net earning","Single person without children, 100% of AW","31,319.63",""
"2011","Sweden","Euro","Net earning","Single person without children, 125% of AW","36,799.29",""
"2011","Sweden","Euro","Net earning","Single person without children, 167% of AW","44,902.99",""
"2011","Sweden","Euro","Net earning","Single person with 2 children, 67% of AW","24,738.54",""
"2011","Sweden","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","34,309.73",""
"2011","Sweden","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","45,936.45",""
"2011","Sweden","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","56,058.17",""
"2011","Sweden","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","65,629.36",""
"2011","Sweden","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","42,946.35",""
"2011","Sweden","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","62,639.26",""
"2011","United Kingdom","Euro","Net earning","Single person without children, 50% of AW","16,073.90",""
"2011","United Kingdom","Euro","Net earning","Single person without children, 67% of AW","20,613.69",""
"2011","United Kingdom","Euro","Net earning","Single person without children, 80% of AW","24,085.30",""
"2011","United Kingdom","Euro","Net earning","Single person without children, 100% of AW","29,426.23",""
"2011","United Kingdom","Euro","Net earning","Single person without children, 125% of AW","36,087.57",""
"2011","United Kingdom","Euro","Net earning","Single person without children, 167% of AW","45,654.11",""
"2011","United Kingdom","Euro","Net earning","Single person with 2 children, 67% of AW","26,781.21",""
"2011","United Kingdom","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","32,081.80",""
"2011","United Kingdom","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","42,985.07",""
"2011","United Kingdom","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","52,064.65",""
"2011","United Kingdom","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","60,877.18",""
"2011","United Kingdom","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","40,960.35",""
"2011","United Kingdom","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","58,852.47",""
"2011","Iceland","Euro","Net earning","Single person without children, 50% of AW","14,267.79",""
"2011","Iceland","Euro","Net earning","Single person without children, 67% of AW","17,906.96",""
"2011","Iceland","Euro","Net earning","Single person without children, 80% of AW","20,689.86",""
"2011","Iceland","Euro","Net earning","Single person without children, 100% of AW","24,971.24",""
"2011","Iceland","Euro","Net earning","Single person without children, 125% of AW","30,322.96",""
"2011","Iceland","Euro","Net earning","Single person without children, 167% of AW","38,995.61",""
"2011","Iceland","Euro","Net earning","Single person with 2 children, 67% of AW","20,568.18",""
"2011","Iceland","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","29,810.05",""
"2011","Iceland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","36,425.01",""
"2011","Iceland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","43,265.47",""
"2011","Iceland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","49,942.47",""
"2011","Iceland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","35,468.73",""
"2011","Iceland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","49,942.47",""
"2011","Norway","Euro","Net earning","Single person without children, 50% of AW","24,493.05",""
"2011","Norway","Euro","Net earning","Single person without children, 67% of AW","31,370.10",""
"2011","Norway","Euro","Net earning","Single person without children, 80% of AW","36,629.02",""
"2011","Norway","Euro","Net earning","Single person without children, 100% of AW","44,490.18",""
"2011","Norway","Euro","Net earning","Single person without children, 125% of AW","53,185.73",""
"2011","Norway","Euro","Net earning","Single person without children, 167% of AW","67,585.28",""
"2011","Norway","Euro","Net earning","Single person with 2 children, 67% of AW","37,417.26",""
"2011","Norway","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","49,043.77",""
"2011","Norway","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","64,489.35",""
"2011","Norway","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","78,847.42",""
"2011","Norway","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","91,967.50",""
"2011","Norway","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","61,502.20",""
"2011","Norway","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","88,980.35",""
"2011","United States","Euro","Net earning","Single person without children, 50% of AW","13,700.75",""
"2011","United States","Euro","Net earning","Single person without children, 67% of AW","17,860.07",""
"2011","United States","Euro","Net earning","Single person without children, 80% of AW","21,040.73",""
"2011","United States","Euro","Net earning","Single person without children, 100% of AW","25,726.07",""
"2011","United States","Euro","Net earning","Single person without children, 125% of AW","31,000.50",""
"2011","United States","Euro","Net earning","Single person without children, 167% of AW","39,861.53",""
"2011","United States","Euro","Net earning","Single person with 2 children, 67% of AW","22,526.39",""
"2011","United States","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","29,912.35",""
"2011","United States","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","37,986.33",""
"2011","United States","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","46,304.96",""
"2011","United States","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","54,378.94",""
"2011","United States","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","35,462.91",""
"2011","United States","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","51,439.58",""
"2011","Japan","Euro","Net earning","Single person without children, 50% of AW","17,665.13",""
"2011","Japan","Euro","Net earning","Single person without children, 67% of AW","23,433.80",""
"2011","Japan","Euro","Net earning","Single person without children, 80% of AW","27,810.38",""
"2011","Japan","Euro","Net earning","Single person without children, 100% of AW","34,313.42",""
"2011","Japan","Euro","Net earning","Single person without children, 125% of AW","42,272.18",""
"2011","Japan","Euro","Net earning","Single person without children, 167% of AW","54,534.23",""
"2011","Japan","Euro","Net earning","Single person with 2 children, 67% of AW","26,655.69",""
"2011","Japan","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","38,157.22",""
"2011","Japan","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","49,421.87",""
"2011","Japan","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","60,969.10",""
"2011","Japan","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","71,848.71",""
"2011","Japan","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","46,199.98",""
"2011","Japan","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","68,626.83",""
"2012","European Union - 27 countries (from 2020)","Euro","Net earning","Single person without children, 50% of AW",":",""
"2012","European Union - 27 countries (from 2020)","Euro","Net earning","Single person without children, 67% of AW",":",""
"2012","European Union - 27 countries (from 2020)","Euro","Net earning","Single person without children, 80% of AW",":",""
"2012","European Union - 27 countries (from 2020)","Euro","Net earning","Single person without children, 100% of AW",":",""
"2012","European Union - 27 countries (from 2020)","Euro","Net earning","Single person without children, 125% of AW",":",""
"2012","European Union - 27 countries (from 2020)","Euro","Net earning","Single person without children, 167% of AW",":",""
"2012","European Union - 27 countries (from 2020)","Euro","Net earning","Single person with 2 children, 67% of AW",":",""
"2012","European Union - 27 countries (from 2020)","Euro","Net earning","One-earner married couple, at 100% of AW, with two children",":",""
"2012","European Union - 27 countries (from 2020)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children",":",""
"2012","European Union - 27 countries (from 2020)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children",":",""
"2012","European Union - 27 countries (from 2020)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children",":",""
"2012","European Union - 27 countries (from 2020)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children",":",""
"2012","European Union - 27 countries (from 2020)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children",":",""
"2012","European Union - 28 countries (2013-2020)","Euro","Net earning","Single person without children, 50% of AW",":",""
"2012","European Union - 28 countries (2013-2020)","Euro","Net earning","Single person without children, 67% of AW",":",""
"2012","European Union - 28 countries (2013-2020)","Euro","Net earning","Single person without children, 80% of AW",":",""
"2012","European Union - 28 countries (2013-2020)","Euro","Net earning","Single person without children, 100% of AW",":",""
"2012","European Union - 28 countries (2013-2020)","Euro","Net earning","Single person without children, 125% of AW",":",""
"2012","European Union - 28 countries (2013-2020)","Euro","Net earning","Single person without children, 167% of AW",":",""
"2012","European Union - 28 countries (2013-2020)","Euro","Net earning","Single person with 2 children, 67% of AW",":",""
"2012","European Union - 28 countries (2013-2020)","Euro","Net earning","One-earner married couple, at 100% of AW, with two children",":",""
"2012","European Union - 28 countries (2013-2020)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children",":",""
"2012","European Union - 28 countries (2013-2020)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children",":",""
"2012","European Union - 28 countries (2013-2020)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children",":",""
"2012","European Union - 28 countries (2013-2020)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children",":",""
"2012","European Union - 28 countries (2013-2020)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children",":",""
"2012","European Union - 15 countries (1995-2004)","Euro","Net earning","Single person without children, 50% of AW","14,839.67",""
"2012","European Union - 15 countries (1995-2004)","Euro","Net earning","Single person without children, 67% of AW","18,704.78",""
"2012","European Union - 15 countries (1995-2004)","Euro","Net earning","Single person without children, 80% of AW","21,748.66",""
"2012","European Union - 15 countries (1995-2004)","Euro","Net earning","Single person without children, 100% of AW","26,321.38",""
"2012","European Union - 15 countries (1995-2004)","Euro","Net earning","Single person without children, 125% of AW","31,714.71",""
"2012","European Union - 15 countries (1995-2004)","Euro","Net earning","Single person without children, 167% of AW","40,328.62",""
"2012","European Union - 15 countries (1995-2004)","Euro","Net earning","Single person with 2 children, 67% of AW","23,222.55",""
"2012","European Union - 15 countries (1995-2004)","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","30,828.97",""
"2012","European Union - 15 countries (1995-2004)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","40,187.71",""
"2012","European Union - 15 countries (1995-2004)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","48,169.96",""
"2012","European Union - 15 countries (1995-2004)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","55,780.26",""
"2012","European Union - 15 countries (1995-2004)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","37,110.96",""
"2012","European Union - 15 countries (1995-2004)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","52,695.07",""
"2012","Euro area - 19 countries  (from 2015)","Euro","Net earning","Single person without children, 50% of AW","13,577.03",""
"2012","Euro area - 19 countries  (from 2015)","Euro","Net earning","Single person without children, 67% of AW","17,003.64",""
"2012","Euro area - 19 countries  (from 2015)","Euro","Net earning","Single person without children, 80% of AW","19,732.21",""
"2012","Euro area - 19 countries  (from 2015)","Euro","Net earning","Single person without children, 100% of AW","23,806.94",""
"2012","Euro area - 19 countries  (from 2015)","Euro","Net earning","Single person without children, 125% of AW","28,620.84",""
"2012","Euro area - 19 countries  (from 2015)","Euro","Net earning","Single person without children, 167% of AW","36,554.79",""
"2012","Euro area - 19 countries  (from 2015)","Euro","Net earning","Single person with 2 children, 67% of AW","20,881.77",""
"2012","Euro area - 19 countries  (from 2015)","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","28,706.40",""
"2012","Euro area - 19 countries  (from 2015)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","36,898.55",""
"2012","Euro area - 19 countries  (from 2015)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","44,061.35",""
"2012","Euro area - 19 countries  (from 2015)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","50,857.23",""
"2012","Euro area - 19 countries  (from 2015)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","33,727.68",""
"2012","Euro area - 19 countries  (from 2015)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","47,677.80",""
"2012","Belgium","Euro","Net earning","Single person without children, 50% of AW","16,628.54",""
"2012","Belgium","Euro","Net earning","Single person without children, 67% of AW","19,558.21",""
"2012","Belgium","Euro","Net earning","Single person without children, 80% of AW","22,174.87",""
"2012","Belgium","Euro","Net earning","Single person without children, 100% of AW","26,287.51",""
"2012","Belgium","Euro","Net earning","Single person without children, 125% of AW","30,939.53",""
"2012","Belgium","Euro","Net earning","Single person without children, 167% of AW","38,710.57",""
"2012","Belgium","Euro","Net earning","Single person with 2 children, 67% of AW","24,907.90",""
"2012","Belgium","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","35,073.83",""
"2012","Belgium","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","44,336.88",""
"2012","Belgium","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","50,637.19",""
"2012","Belgium","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","57,532.48",""
"2012","Belgium","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","39,502.17",""
"2012","Belgium","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","52,697.77",""
"2012","Bulgaria","Euro","Net earning","Single person without children, 50% of AW","1,799.23",""
"2012","Bulgaria","Euro","Net earning","Single person without children, 67% of AW","2,410.96",""
"2012","Bulgaria","Euro","Net earning","Single person without children, 80% of AW","2,878.76",""
